Artist,Streams,Daily,As lead,Solo,As feature
Descemer Bueno,"1,809.3",0.602,57.6,2.7,"1,751.7"
Night Lovell,"1,809.1",0.885,"1,551.6","1,338.1",257.6
Johann Sebastian Bach,"1,805.4",2.433,"1,803.0",,2.4
Fat Joe,"1,805.0",0.664,"1,473.6",58.7,331.4
Ruel,"1,803.8",0.674,"1,602.7","1,545.3",201.1
Soulja Boy,"1,803.7",0.987,"1,486.0",867.2,317.7
Yuvan Shankar Raja,"1,803.4",2.744,"1,586.4",302.9,217.0
Brad Paisley,"1,803.2",0.563,"1,772.2","1,309.8",31.1
Snakehips,"1,799.8",0.377,"1,563.6",4.0,236.2
Darshan Raval,"1,798.9",4.581,"1,333.6","1,032.8",465.3
Jack Ã,"1,794.8",0.278,"1,757.4",,37.4
Taco Hemingway,"1,792.4",1.187,"1,067.4",736.4,725.1
JoÃ£o Gomes,"1,792.3",1.219,"1,441.2","1,213.8",351.1
Franco De Vita,"1,792.3",1.016,"1,633.8","1,017.8",158.5
Manu Chao,"1,791.7",1.629,"1,716.8","1,649.2",74.9
Ricardo Montaner,"1,790.1",0.832,"1,663.8","1,464.4",126.3
Simone Sommerland,"1,789.8",1.347,"1,783.6",,6.2
Kidd Keo,"1,789.6",1.179,"1,640.0","1,143.0",149.7
Grimes,"1,788.5",1.007,"1,560.9","1,292.9",227.6
GoldLink,"1,787.9",0.651,"1,386.9",151.8,401.1
TarcÃ­sio do Acordeon,"1,787.2",1.611,920.0,621.5,867.2
Jelly Roll,"1,786.0",2.644,"1,482.3",982.5,303.7
Orelsan,"1,785.5",0.740,"1,578.8","1,187.7",206.6
Gavin James,"1,785.3",0.265,"1,316.4","1,037.5",468.9
Kris Kross Amsterdam,"1,782.5",0.657,"1,069.3",,713.2
Cher,"1,781.8",0.916,"1,731.5","1,642.9",50.3
Karsten GlÃ¼ck,"1,781.8",1.390,7.1,7.1,"1,774.7"
Supertramp,"1,781.0",,"1,781.0","1,778.7",
Alina Baraz,"1,779.7",0.600,"1,671.8",446.7,107.9
Maxwell,"1,777.6",0.520,287.8,57.3,"1,489.8"
Pantera,"1,776.5",1.203,"1,776.5","1,776.5",
Die Kita-FrÃ¶sche,"1,774.9",1.373,,,"1,774.9"
Cole Swindell,"1,774.7",1.057,"1,745.5","1,560.8",29.2
Moira Dela Torre,"1,770.8",0.787,"1,447.2","1,078.9",323.6
Gotye,"1,770.4",0.888,"1,764.5",220.4,5.8
Xand AviÃ£o,"1,769.3",0.922,775.0,470.7,994.3
Daveed Diggs,"1,767.5",0.749,221.7,1.3,"1,545.9"
Shoreline Mafia,"1,761.2",0.744,"1,595.8",616.1,165.4
Jamie Foxx,"1,759.6",0.966,438.0,84.1,"1,321.6"
Earl Sweatshirt,"1,759.2",1.038,"1,079.0",586.4,680.2
AlunaGeorge,"1,758.3",0.397,440.6,212.6,"1,317.7"
Koba LaD,"1,758.3",0.632,"1,331.1",695.9,427.1
HAIM,"1,758.0",0.905,"1,247.4","1,142.0",510.6
Lomepal,"1,757.5",0.779,"1,644.4","1,316.8",113.1
Young Nudy,"1,754.5",1.839,"1,081.5",512.8,673.0
Matisse,"1,752.6",0.830,"1,541.9",819.5,210.7
Fonseca,"1,751.9",0.962,"1,376.5","1,059.1",375.3
Jenni Rivera,"1,751.1",1.048,"1,712.2","1,542.9",39.0
Blondie,"1,750.1",1.278,"1,749.8","1,737.4",0.4
Tom Petty and the Heartbreakers,"1,749.9",1.007,"1,690.7","1,681.2",59.1
Kimbra,"1,749.1",0.894,157.1,150.4,"1,591.9"
Dustin Lynch,"1,749.0",0.891,"1,733.6","1,439.8",15.4
TOOL,"1,748.1",1.107,"1,748.1","1,748.1",
RADWIMPS,"1,747.0",1.506,"1,743.4","1,525.4",3.6
d4vd,"1,746.1",3.952,"1,742.6","1,727.8",3.6
AngÃ¨le,"1,745.0",0.737,"1,278.8","1,026.5",466.2
Estopa,"1,742.8",0.966,"1,565.9","1,411.5",176.9
Ratatat,"1,741.8",0.666,426.9,425.3,"1,314.9"
Kaskade,"1,739.5",0.693,"1,221.8",288.3,517.7
Udit Narayan,"1,736.3",3.058,761.0,123.1,975.3
Bruno Martini,"1,729.3",0.584,380.8,42.6,"1,348.5"
FINNEAS,"1,728.9",0.987,"1,452.3","1,449.7",276.6
Eurythmics,"1,724.2",0.962,"1,709.7",8.0,14.5
John Martin,"1,722.4",0.906,107.3,91.2,"1,615.2"
Lucenzo,"1,721.2",1.395,"1,714.7",291.2,6.5
Blessd,"1,721.1",2.940,"1,320.9",293.5,400.2
Alanis Morissette,"1,720.0",0.827,"1,697.1","1,684.1",22.9
ATEEZ,"1,719.8",1.833,"1,707.2","1,698.7",12.5
LSD,"1,718.1",0.622,,,"1,718.1"
Chris Jedi,"1,716.2",0.781,"1,333.9",,382.2
Beck,"1,715.5",0.709,"1,571.4","1,535.6",144.1
Riton,"1,714.4",0.815,"1,652.1",2.0,62.3
RIN,"1,713.4",0.555,"1,476.9","1,275.9",236.5
The Temptations,"1,712.8",0.569,"1,670.0","1,663.6",42.8
Tems,"1,712.3",2.319,532.5,456.9,"1,179.8"
Kidz Bop Kids,"1,711.3",0.826,"1,711.3","1,711.0",
Selena Gomez & The Scene,"1,709.9",1.219,"1,709.9","1,699.0",
grandson,"1,708.7",0.695,"1,556.2","1,398.0",152.6
MC Cabelinho,"1,708.0",3.046,"1,145.2",47.9,562.7
The All-American Rejects,"1,703.0",0.510,"1,703.0","1,703.0",
Kenshi Yonezu,"1,702.4",1.761,"1,577.6","1,502.0",124.9
PEDRO SAMPAIO,"1,701.2",0.954,"1,334.8",456.7,366.4
Kid Rock,"1,700.6",0.809,"1,506.0","1,285.7",194.6
LISA,"1,700.4",3.699,"1,348.3","1,348.3",352.1
White 2115,"1,700.3",1.444,822.5,653.8,877.8
DRAM,"1,699.5",0.294,"1,216.4",223.1,483.1
Jarabe De Palo,"1,697.9",0.866,"1,664.4","1,507.6",33.5
BeÃ©le,"1,697.6",2.639,357.6,276.3,"1,340.1"
Lindsey Stirling,"1,697.5",0.516,"1,353.1","1,133.8",344.3
Tego CalderÃ³n,"1,697.2",1.479,896.3,706.8,800.9
Dreamville,"1,696.2",1.003,"1,547.0",,149.2
YBN Nahmir,"1,696.1",0.515,"1,213.3",859.0,482.8
INNA,"1,695.5",1.356,"1,272.1",786.2,423.4
WOS,"1,695.4",1.322,"1,517.3","1,401.2",178.1
August Alsina,"1,694.8",0.320,"1,081.0",479.5,613.8
Waka Flocka Flame,"1,693.2",0.627,"1,130.4",212.2,562.9
I Prevail,"1,692.4",0.992,"1,637.6","1,452.8",54.8
Ke Personajes,"1,691.8",5.138,"1,166.6",864.4,525.2
Chicago,"1,691.0",1.042,"1,691.0","1,687.3",
Bryce Vine,"1,689.8",0.617,"1,407.0","1,046.5",282.8
88rising,"1,688.6",0.697,"1,498.8",,189.9
Nanpa BÃ¡sico,"1,688.4",1.361,"1,174.4",627.5,513.9
Stephen Sanchez,"1,688.0",2.790,"1,688.0","1,005.4",
Ed Maverick,"1,685.7",1.183,"1,539.0","1,343.1",146.7
Maggie Lindemann,"1,685.3",0.426,"1,395.2",470.2,290.1
Godsmack,"1,685.1",0.904,"1,685.1","1,685.1",
Upchurch,"1,683.4",0.016,"1,625.6","1,186.2",57.8
Leo Santana,"1,682.8",1.029,"1,052.8",541.8,630.0
JP Saxe,"1,682.5",0.743,"1,595.3",372.6,87.3
James Taylor,"1,681.9",0.800,"1,507.0","1,473.4",174.9
A Tribe Called Quest,"1,679.1",0.891,"1,678.3","1,237.6",0.8
Billy Currington,"1,678.3",0.793,"1,631.3","1,623.3",47.0
Miguel BosÃ©,"1,676.6",0.940,"1,488.1","1,040.3",188.6
Brando,"1,675.5",0.824,218.6,160.1,"1,456.8"
Sam Cooke,"1,675.0",0.896,"1,669.6","1,621.8",5.4
Duke Dumont,"1,674.4",0.648,"1,650.2",812.3,24.2
Def Leppard,"1,672.1",1.072,"1,664.8","1,653.0",7.3
Craig David,"1,671.5",0.512,"1,345.1",882.4,326.3
Los Legendarios,"1,671.4",0.407,637.9,,"1,033.5"
Caifanes,"1,671.2",1.333,"1,671.2","1,671.2",
Juanka,"1,670.5",0.849,149.7,68.7,"1,520.8"
RocÃ­o DÃºrcal,"1,669.2",1.334,"1,618.7","1,253.6",50.4
Darius Rucker,"1,669.0",0.992,"1,605.0","1,559.9",64.0
Tom Misch,"1,665.9",0.786,"1,275.6",434.8,390.4
J Hus,"1,663.6",1.487,"1,231.7",807.7,432.0
Shiloh Dynasty,"1,663.3",1.672,182.8,3.0,"1,480.5"
Alle Farben,"1,662.4",0.609,"1,182.9",166.6,479.6
Masego,"1,661.3",0.962,"1,293.8",437.0,367.5
Thundercat,"1,661.2",1.317,"1,096.9",874.4,564.3
Jake Owen,"1,659.5",0.598,"1,604.3","1,564.4",55.2
Bas,"1,658.5",0.629,791.6,136.4,866.9
SYML,"1,658.4",1.379,"1,594.9","1,513.7",63.4
INXS,"1,658.3",1.239,"1,639.1","1,630.4",19.2
FrÃ©dÃ©ric Chopin,"1,656.8",0.779,"1,655.2",,1.6
Smokepurpp,"1,656.6",0.237,"1,175.2",531.7,481.5
PolimÃ¡ Westcoast,"1,655.4",1.079,"1,052.5",50.2,602.8
Showtek,"1,650.7",0.376,604.5,116.5,"1,046.2"
NOTD,"1,649.1",0.569,"1,412.5",,236.5
Cypress Hill,"1,648.2",0.867,"1,629.5","1,316.4",18.7
Petit Biscuit,"1,647.7",0.365,"1,580.2","1,243.6",67.5
Paloma Faith,"1,647.0",0.866,"1,194.6","1,051.1",452.3
Dillon Francis,"1,646.4",0.482,"1,159.7",98.6,486.7
Duran Duran,"1,646.3",1.013,"1,646.3","1,613.5",
ValentÃ­n Elizalde,"1,645.4",1.019,"1,641.3","1,622.5",4.1
Soundgarden,"1,644.3",0.850,"1,644.3","1,639.7",
AP Dhillon,"1,644.2",4.701,"1,554.8",319.0,89.4
Azet,"1,643.9",1.108,"1,270.6",502.8,373.3
Orochi,"1,640.1",1.535,"1,164.5",20.6,475.6
XamÃ£,"1,638.9",1.289,788.7,5.2,850.2
Mc Livinho,"1,638.3",1.681,"1,227.4",268.9,410.9
HONNE,"1,634.7",0.460,"1,542.3",851.0,92.4
Novo Amor,"1,632.0",1.484,"1,629.8","1,282.1",2.3
Yelawolf,"1,631.5",0.627,"1,344.0",935.7,287.5
Young the Giant,"1,630.4",0.873,"1,630.4","1,622.1",
BENEE,"1,630.0",0.658,"1,394.3",637.8,235.7
Neil Diamond,"1,629.6",0.847,"1,627.6","1,593.3",2.0
W&W,"1,628.3",1.711,836.8,266.7,791.5
MIKA,"1,627.7",0.737,"1,565.2","1,398.9",62.6
iamjakehill,"1,625.8",0.748,955.7,854.8,670.1
Emilia,"1,622.3",3.897,880.2,295.6,742.0
Kenny Rogers,"1,621.9",0.762,"1,248.1","1,052.6",373.7
Waylon Jennings,"1,617.0",1.014,"1,107.0",525.1,510.0
Headie One,"1,616.1",0.644,"1,051.4",292.2,564.7
No Doubt,"1,615.1",0.895,"1,614.7","1,477.6",0.4
Coez,"1,611.1",0.880,"1,051.8",974.2,559.4
London Grammar,"1,609.9",0.589,"1,352.4","1,245.2",257.5
Khruangbin,"1,608.9",1.469,"1,519.1","1,090.5",89.8
The Head And The Heart,"1,608.7",0.568,"1,608.7","1,608.7",
Virlan Garcia,"1,608.3",1.047,"1,575.4","1,463.1",32.9
Emmanuel,"1,608.3",0.929,"1,561.3","1,459.0",46.9
Ice Spice,"1,607.5",6.474,649.1,450.6,958.4
YSY A,"1,606.4",1.613,"1,030.8",395.4,575.5
Carpenters,"1,605.3",0.775,"1,605.3","1,540.9",
The Living Tombstone,"1,603.7",1.532,"1,598.6","1,062.3",5.1
William Singe,"1,602.7",0.324,601.6,585.9,"1,001.1"
Matchbox Twenty,"1,602.4",0.928,"1,602.4","1,601.8",
Jamiroquai,"1,599.5",0.805,"1,589.3","1,531.7",10.2
"Tito ""El Bambino""","1,599.0",1.152,"1,306.6",550.8,292.4
Damian Marley,"1,598.4",0.734,888.1,476.6,710.3
Jack & Jack,"1,596.5",0.260,663.7,660.5,932.9
GROUPLOVE,"1,595.6",0.569,"1,575.6","1,552.9",20.0
Jimmy Eat World,"1,595.5",0.961,"1,595.5","1,571.7",
Nicky Romero,"1,594.9",0.424,765.0,230.5,829.9
Omar Varela,"1,593.8",0.869,26.8,2.5,"1,567.0"
Keala Settle,"1,593.5",0.444,805.5,17.3,788.0
Anthony Ramos,"1,592.9",0.522,91.6,79.6,"1,501.3"
Ana Gabriel,"1,592.3",1.322,"1,556.1","1,489.7",36.2
Air Supply,"1,588.8",1.078,"1,588.1","1,580.9",0.7
Los Fabulosos Cadillacs,"1,588.7",0.926,"1,585.8","1,585.8",2.9
Julio Iglesias,"1,584.3",1.059,"1,489.6","1,235.2",94.7
Fuse ODG,"1,584.1",0.430,334.9,95.0,"1,249.2"
Bedoes 2115,"1,583.0",0.877,880.6,17.3,702.4
Agust D,"1,579.9",2.235,"1,579.9","1,061.3",
Jim Croce,"1,578.4",1.290,"1,578.4","1,578.4",
Los AutÃ©nticos Decadentes,"1,577.9",0.764,"1,537.0",923.9,40.9
Genesis,"1,575.9",0.930,"1,575.9","1,569.5",
Belinda,"1,574.8",0.762,336.5,312.6,"1,238.2"
Masked Wolf,"1,574.7",0.683,"1,511.9","1,288.7",62.8
Sofi Tukker,"1,574.1",0.829,"1,168.4",674.1,405.7
Josh A,"1,573.6",0.498,"1,500.3",600.1,73.3
Ghostface Killah,"1,573.5",0.632,234.8,54.1,"1,338.7"
Coolio,"1,571.4",1.149,"1,567.4",121.5,4.0
The Wombats,"1,571.2",0.473,"1,551.1","1,441.9",20.1
American Authors,"1,570.1",0.690,"1,554.1","1,513.6",16.1
El Komander,"1,566.5",1.447,"1,536.5","1,446.4",30.0
Kenny Loggins,"1,566.5",0.850,"1,528.4","1,480.5",38.1
Mr Eazi,"1,565.0",0.458,498.1,153.5,"1,066.9"
Maite Perroni,"1,564.8",1.220,337.9,73.5,"1,226.9"
Rusherking,"1,562.8",3.041,661.7,138.7,901.1
Yo-Yo Ma,"1,562.7",0.690,17.7,6.6,"1,545.1"
Ãejo,"1,561.6",1.712,528.4,158.9,"1,033.2"
j-hope,"1,561.1",2.001,"1,455.6","1,091.0",105.5
Foals,"1,560.4",0.499,"1,541.5","1,446.4",18.9
Bushido,"1,560.0",0.394,"1,370.6",786.6,189.5
Survivor,"1,558.5",0.884,"1,558.5","1,558.5",
HARDY,"1,558.3",2.377,"1,190.1",779.6,368.2
Elderbrook,"1,558.1",1.025,871.5,547.0,686.6
Los Plebes del Rancho de Ariel Camacho,"1,558.0",0.713,"1,539.8","1,298.7",18.2
Disciples,"1,556.7",0.451,381.3,286.6,"1,175.3"
The Kinks,"1,556.0",0.714,"1,556.0","1,556.0",
BIGBANG,"1,555.3",0.574,"1,555.3","1,550.2",
Manuel Medrano,"1,553.6",1.301,"1,382.0","1,260.2",171.6
Mike BahÃ­a,"1,553.2",0.796,"1,133.3",492.0,420.0
The Doobie Brothers,"1,552.6",0.976,"1,552.6","1,502.1",
Louis The Child,"1,551.7",0.324,"1,348.0",64.0,203.7
BLANCO,"1,550.2",1.287,"1,061.3",843.4,488.9
The-Dream,"1,549.2",0.513,534.3,359.8,"1,014.9"
Lacrim,"1,549.1",0.664,"1,206.7",663.9,342.4
Okieriete Onaodowan,"1,548.0",0.469,,,"1,548.0"
London Symphony Orchestra,"1,547.8",0.700,29.5,7.1,"1,518.3"
RM,"1,547.2",1.437,"1,037.5",517.9,509.7
Boyz II Men,"1,545.0",0.646,"1,363.6","1,144.6",181.4
Sonu Nigam,"1,544.6",2.664,718.7,167.8,825.9
Phillipa Soo,"1,542.4",0.535,722.0,167.6,820.4
Death Cab for Cutie,"1,541.7",0.487,"1,505.5","1,477.6",36.2
Brett Eldredge,"1,541.1",0.301,"1,489.9","1,308.3",51.2
Snow,"1,540.3",0.432,123.8,119.5,"1,416.6"
BIA,"1,540.1",0.917,419.5,181.8,"1,120.6"
Stone Sour,"1,539.6",0.512,"1,539.6","1,527.9",
Chris Tomlin,"1,538.0",0.630,"1,419.5","1,202.6",118.6
Duelo,"1,536.6",1.356,"1,476.5","1,476.2",60.1
Pailita,"1,536.5",1.478,516.9,69.0,"1,019.5"
Stone Temple Pilots,"1,536.0",0.847,"1,536.0","1,536.0",
The Chicks,"1,535.8",0.895,"1,363.8","1,363.8",172.0
Farid Bang,"1,534.1",0.419,763.0,315.8,771.1
AnnenMayKantereit,"1,533.8",1.178,"1,479.4","1,212.3",54.3
Deep Purple,"1,533.2",0.717,"1,533.2","1,532.4",
shy martin,"1,531.5",0.334,511.1,480.4,"1,020.4"
Mrs. GREEN APPLE,"1,531.3",2.450,"1,531.3","1,329.1",
AWOLNATION,"1,528.4",0.374,"1,493.2","1,394.0",35.2
BlocBoy JB,"1,528.1",0.258,"1,201.1",119.2,326.9
Patrick Watson,"1,526.7",1.279,"1,002.7",981.7,524.1
Ariel Camacho y Los Plebes Del Rancho,"1,526.7",0.989,"1,526.0","1,301.6",0.7
Popcaan,"1,525.8",0.675,664.7,435.4,861.0
DVBBS,"1,525.1",0.403,"1,247.0",128.2,278.1
Ashe,"1,524.7",1.240,"1,300.5",816.1,224.3
Isaiah Rashad,"1,524.4",0.960,"1,365.0",723.1,159.4
Karan Aujla,"1,522.5",4.831,"1,244.2",710.0,278.3
Far East Movement,"1,522.1",0.682,"1,237.9",6.3,284.3
Steely Dan,"1,521.5",0.967,"1,520.9","1,519.9",0.6
Franz Ferdinand,"1,521.2",0.764,"1,504.9","1,495.9",16.2
Ovy On The Drums,"1,519.4",1.725,656.9,6.5,862.5
Pooh Shiesty,"1,518.1",1.026,897.5,229.7,620.6
Asking Alexandria,"1,516.0",0.699,"1,465.2","1,401.3",50.8
Billy Idol,"1,515.7",1.197,"1,453.3","1,440.1",62.4
LeÃ³n Larregui,"1,515.0",1.196,"1,358.5","1,299.8",156.6
AntÃ´nio Carlos Jobim,"1,514.7",1.032,726.9,576.6,787.8
Sheck Wes,"1,513.7",0.559,"1,171.5","1,171.5",342.2
Veronica Maggio,"1,512.9",0.623,"1,367.0","1,278.3",145.9
Phoenix,"1,512.8",0.613,"1,509.1","1,472.7",3.7
Takeoff,"1,511.9",1.506,506.3,491.8,"1,005.6"
Fabri Fibra,"1,509.4",0.733,740.9,452.4,768.5
Kordhell,"1,508.1",2.737,"1,367.4","1,248.9",140.7
Ana Mena,"1,507.9",0.793,610.6,164.7,897.3
Pablo Chill-E,"1,507.8",1.348,429.6,154.0,"1,078.2"
Sofia Carson,"1,506.8",0.746,643.3,351.7,863.5
MK,"1,504.8",1.126,906.9,261.8,598.0
Roberto Carlos,"1,504.4",0.988,"1,478.7","1,372.2",25.7
Dave Matthews Band,"1,503.4",0.544,"1,503.4","1,500.0",
La Santa Grifa,"1,502.1",1.973,"1,364.2","1,235.9",137.9
Josylvio,"1,502.0",0.429,962.3,423.4,539.7
Grupo Bryndis,"1,502.0",1.223,"1,470.8","1,337.6",31.2
Crookers,"1,501.4",0.739,58.0,9.8,"1,443.4"
Coi Leray,"1,498.3",3.198,792.3,512.9,706.0
Conrad Sewell,"1,497.8",0.345,209.5,200.6,"1,288.3"
Tayc,"1,495.6",1.386,"1,180.9",913.1,314.8
Edwin Luna y La Trakalosa de Monterrey,"1,495.5",0.827,"1,457.0","1,320.7",38.5
Leonard Cohen,"1,494.0",0.507,"1,491.2","1,452.2",2.8
Yiruma,"1,493.6",0.530,"1,491.8","1,475.0",1.8
MÃ¤go de Oz,"1,493.4",0.991,"1,493.4","1,458.9",
Heuss L'enfoirÃ©,"1,493.3",1.333,864.2,353.7,629.1
A R I Z O N A,"1,492.8",0.258,"1,281.5",981.8,211.3
Jay Sean,"1,491.7",0.688,"1,350.3",289.1,141.4
LegiÃ£o Urbana,"1,487.4",1.025,"1,487.4","1,485.8",
Roy Woods,"1,487.2",0.426,"1,339.9",750.3,147.3
Chalino Sanchez,"1,486.0",1.153,"1,484.3",462.1,1.8
Smash Mouth,"1,485.3",1.101,"1,482.0","1,460.5",3.3
MERO,"1,485.3",0.966,"1,067.0",828.2,418.2
Armaan Malik,"1,483.6",1.868,"1,122.9",594.3,360.8
Tony Dize,"1,483.5",1.713,883.5,291.5,600.0
Good Charlotte,"1,481.0",0.633,"1,437.6","1,427.5",43.4
Nico & Vinz,"1,480.4",0.378,"1,290.9","1,095.9",189.6
Lil Xan,"1,479.8",0.192,"1,239.8","1,001.1",240.0
Alligatoah,"1,479.5",0.602,"1,324.1","1,087.9",155.4
Wolfgang Amadeus Mozart,"1,479.2",0.769,"1,475.3",,4.0
Erykah Badu,"1,479.2",0.759,"1,176.7","1,065.9",302.4
Fitz and The Tantrums,"1,477.0",0.732,"1,436.0","1,416.8",41.0
FISHER,"1,476.8",1.757,"1,271.1","1,149.1",205.8
Sachin-Jigar,"1,476.2",3.024,898.6,8.0,577.6
Davido,"1,475.8",2.313,789.0,400.8,686.8
Charles Ans,"1,475.7",1.103,909.3,493.0,566.3
Cardenales De Nuevo LeÃ³n,"1,475.6",1.455,"1,475.3","1,463.0",0.2
Fedez,"1,475.0",0.682,962.0,278.8,512.9
Omar Montes,"1,474.6",1.151,693.4,34.3,781.2
Murda,"1,474.2",0.919,"1,045.7",285.1,428.6
Simply Red,"1,473.5",0.770,"1,472.6","1,410.2",0.8
mike.,"1,471.5",0.650,"1,456.8","1,308.5",14.7
Antonio Aguilar,"1,471.0",1.121,"1,403.1","1,379.5",67.9
BabasÃ³nicos,"1,470.3",1.199,"1,464.0","1,461.4",6.3
Russ Millions,"1,470.2",0.874,846.8,290.6,623.4
JosÃ© GonzÃ¡lez,"1,469.1",0.561,"1,374.5","1,345.5",94.6
George Harrison,"1,469.1",0.748,"1,467.7","1,467.2",1.4
FKJ,"1,468.5",0.772,994.0,605.4,474.5
ZÃ© Vaqueiro,"1,467.3",0.744,994.0,927.7,473.3
John Coltrane,"1,466.0",0.594,727.0,610.3,739.1
Capital Cities,"1,463.1",0.760,"1,461.8","1,393.2",1.3
Rainbow Kitten Surprise,"1,462.2",1.027,"1,462.2","1,461.7",
Au/Ra,"1,461.9",0.520,614.7,414.7,847.1
Alejandra Guzman,"1,461.3",0.852,"1,174.9","1,072.1",286.3
Ray Charles,"1,459.6",0.929,"1,373.5","1,257.7",86.1
Ghali,"1,459.2",0.498,"1,058.7",815.0,400.6
Famous Dex,"1,459.1",0.222,"1,323.9",586.4,135.2
Smino,"1,458.8",0.749,914.2,568.5,544.6
Los Invasores De Nuevo LeÃ³n,"1,458.4",1.175,"1,444.3","1,379.3",14.1
L-Gante,"1,457.7",0.723,320.6,0.7,"1,137.1"
Still Woozy,"1,457.1",0.830,"1,371.2","1,216.0",86.0
070 Shake,"1,456.6",1.699,444.7,286.7,"1,011.9"
Mohit Chauhan,"1,456.0",2.315,624.3,300.2,831.7
Kany GarcÃ­a,"1,455.0",2.027,"1,322.6",789.3,132.5
K-391,"1,449.9",0.643,605.2,122.6,844.8
Creed,"1,446.0",0.969,"1,446.0","1,446.0",
N.W.A.,"1,445.9",0.629,"1,445.9","1,445.9",
MONSTA X,"1,445.2",0.463,"1,386.5","1,259.7",58.7
Paolo Nutini,"1,441.0",0.754,"1,434.0","1,423.1",7.0
EDEN,"1,439.9",0.304,"1,434.2","1,327.8",5.6
Jawsh 685,"1,438.8",0.342,"1,438.3",59.4,0.5
Gavin DeGraw,"1,438.1",0.362,"1,219.9","1,218.9",218.2
Zacari,"1,437.3",0.904,112.0,49.8,"1,325.3"
Bonobo,"1,436.9",0.570,"1,371.4",900.2,65.6
Vald,"1,436.4",0.340,"1,097.5",894.1,338.9
Hamza,"1,435.8",1.136,904.4,577.3,531.4
Sheff G,"1,434.2",1.126,"1,049.8",491.2,384.4
Ernia,"1,433.5",0.864,"1,061.8",653.1,371.7
Iron & Wine,"1,433.5",0.402,"1,354.4","1,301.3",79.0
Abel Pintos,"1,432.9",0.544,"1,051.1",937.6,381.8
Rvfv,"1,429.9",1.516,"1,090.5",211.3,339.5
No Te Va Gustar,"1,427.7",0.844,"1,380.2",900.4,47.6
Vicetone,"1,424.7",0.529,"1,317.7",276.1,107.1
Maggie Rogers,"1,424.2",1.269,"1,322.1","1,264.1",102.0
Kenia OS,"1,422.6",1.956,"1,178.1","1,068.1",244.4
Cults,"1,421.9",1.270,864.0,861.9,557.9
Tiziano Ferro,"1,421.7",0.708,"1,138.2",999.2,283.5
A Great Big World,"1,421.0",0.342,"1,400.2",357.2,20.9
Janet Jackson,"1,421.0",0.599,"1,292.1","1,056.0",128.9
Sticky Fingers,"1,420.9",0.543,"1,420.9","1,396.7",
Willie ColÃ³n,"1,420.3",1.147,"1,143.9",628.2,276.5
Grateful Dead,"1,419.3",1.068,"1,414.5","1,379.8",4.8
New Order,"1,419.2",0.625,"1,419.2","1,407.4",
Keri Hilson,"1,418.8",0.943,643.6,272.6,775.2
Hayley Williams,"1,418.4",0.874,221.5,216.7,"1,196.9"
Dirty Heads,"1,416.6",0.560,"1,400.1","1,068.5",16.5
FMK,"1,414.2",3.436,795.0,217.3,619.2
MotÃ¶rhead,"1,413.6",0.687,"1,174.7","1,170.0",238.9
SnÃ¸w,"1,413.4",0.467,150.8,49.8,"1,262.6"
Brendon Urie,"1,413.0",0.453,,,"1,413.0"
The Verve,"1,413.0",0.739,"1,413.0","1,412.3",
Ramones,"1,412.8",0.912,"1,412.8","1,412.8",
SLANDER,"1,411.1",0.781,939.5,8.5,471.6
Pet Shop Boys,"1,410.3",0.767,"1,382.5","1,311.4",27.8
Baby Rasta,"1,410.1",1.449,242.1,9.2,"1,168.0"
Conjunto Primavera,"1,410.0",1.378,"1,405.8","1,348.3",4.3
ROZES,"1,409.6",0.336,125.3,90.5,"1,284.3"
Madlib,"1,409.5",0.871,144.5,137.0,"1,265.0"
KayBlack,"1,408.8",4.170,"1,039.5",88.7,369.3
Bonnie Tyler,"1,406.8",0.812,"1,381.9","1,377.4",24.9
Caetano Veloso,"1,405.9",0.664,"1,198.5",822.2,207.4
Etta James,"1,405.5",0.972,"1,403.6","1,385.3",1.9
Sunidhi Chauhan,"1,404.2",2.313,315.5,68.5,"1,088.7"
Jimmy Buffett,"1,402.1",2.588,780.3,751.6,621.9
Lucas & Steve,"1,401.0",0.396,930.6,392.9,470.5
Gabito Ballesteros,"1,401.0",7.377,176.2,61.1,"1,224.8"
Adriel Favela,"1,399.8",0.746,"1,235.3",438.7,164.4
MAMAMOO,"1,399.1",0.496,"1,397.7","1,361.1",1.4
Nine Inch Nails,"1,398.2",0.683,"1,388.8","1,377.5",9.4
Diljit Dosanjh,"1,398.2",1.779,"1,226.5",966.7,171.8
Boston,"1,397.3",0.717,"1,397.3","1,397.3",
Rush,"1,397.2",0.671,"1,397.2","1,371.6",
Theory of a Deadman,"1,397.2",0.471,"1,396.6","1,374.6",0.7
Felipe AraÃºjo,"1,397.0",0.445,"1,267.1",659.1,129.9
Mata,"1,396.6",1.139,"1,095.6",479.3,301.0
Mc Kevin,"1,396.6",1.877,943.5,204.1,453.2
Amenazzy,"1,396.0",0.769,879.1,137.2,516.9
Simple Minds,"1,395.7",0.799,"1,395.7","1,391.3",
Mc Davi,"1,392.9",0.958,424.0,83.7,968.9
Mobb Deep,"1,390.7",0.766,"1,249.3","1,017.1",141.5
Shankar Mahadevan,"1,390.4",2.466,667.6,383.8,722.8
Chuck Berry,"1,390.3",0.728,"1,390.3","1,383.7",
Fred again..,"1,390.3",4.038,"1,202.5",374.5,187.8
Bacilos,"1,389.5",1.087,"1,375.1","1,326.9",14.4
The Wanted,"1,388.8",0.615,"1,375.2","1,354.0",13.7
